item,itemLabel,startDate,endDate,sourceDate,psid
Q2382713,Yehuda Leib Maimon,1948-05-14,1951-10-08,2022-05-17,Q2382713-D45D154E-F2A1-4BA7-B7D1-20F1BC46C9EE
Q2079775,Haim-Moshe Shapira,1951-10-08,1958-07-01,2022-05-17,Q2079775-F7A891A1-7A21-424F-9298-69D0BE836133
Q2906690,Ya'akov Moshe Toledano,1958-12-03,1960-10-15,2022-05-17,Q2906690-EA0F4D94-D514-4D18-A7F7-939F0ADB0C83
Q2890045,Zerach Warhaftig,1961-11-02,1974-03-10,2022-05-17,Q2890045-3DD69484-6279-4FBD-9DFC-46F7932B71D5
Q2904325,Yitzhak Rafael,1974-03-10,1974-06-03,2022-05-17,Q2904325-ADBD8742-D9A8-43D9-AE5D-93A494FDA9A7
Q434951,Haim Yosef Zadok,1974-06-03,1974-10-29,2022-05-17,Q434951-59AA8CAB-7264-4B6C-ABA7-E9ED00B43AD6
Q2904325,Yitzhak Rafael,1974-10-30,1976-12-22,2022-05-17,Q2904325-AF73DBF3-C405-4EA7-ABDE-F180CA948BCB
Q434951,Haim Yosef Zadok,1977-01-16,1977-06-20,2022-05-17,Q434951-A5F8166D-76DF-4CAA-AB3F-1393CA6895A5
Q2910680,Aharon Abuhatzira,1977-06-20,1981-08-05,,Q2910680-1ffc2d65-4ebe-d7d1-39cb-b12931f491d6
Q216021,Yosef Burg,1981-08-05,1984-09-13,2022-05-17,Q216021-F9CF0C45-C561-47C1-899B-6BB61B38D9FE
Q216021,Yosef Burg,1984-09-13,1986-10-05,2022-05-17,Q216021-01E0FEA7-B5FF-440D-93BD-2A0A92D0F60E
Q57410,Shimon Peres,1984-09-13,1984-12-23,2022-05-17,Q57410-20D64202-5E03-45DF-A424-035046B22C48
Q2910400,Zevulun Hammer,1986-10-07,1990-06-11,2022-05-17,Q2910400-D8824723-E053-4629-B9F8-4569A0A256FF
Q2909821,Avner Shaki,1990-06-11,1992-07-13,2022-05-17,Q2909821-27AA9493-94FE-4FB5-9207-03743B7B4B61
Q34060,Yitzhak Rabin,1992-07-13,1995-02-27,2022-05-17,Q34060-3BB46082-FB9C-43EA-A99C-2E96143D5F1F
Q2909079,Shimon Shetreet,1995-02-27,1996-06-18,2022-05-17,Q2909079-53F0F14C-61EB-432B-9393-3D1DA1A5C485
Q43723,Binyamin Netanyahu,1996-06-18,1996-08-07,2022-05-17,Q43723-E32659E4-82D0-45B1-A818-798932029F32
Q2907072,Eli Suissa,1996-08-07,1997-08-12,2022-05-17,Q2907072-39A98F57-AAB0-40CB-B8C8-396C984FAD8B
Q43723,Binyamin Netanyahu,1997-08-12,1997-08-22,2022-05-17,Q43723-989F01D5-477E-4D5F-97D2-108A499DC72A
Q2910400,Zevulun Hammer,1997-08-22,1998-01-20,2022-05-17,Q2910400-478DE5B1-84C2-411B-9E9E-FD83BFD60396
Q43723,Binyamin Netanyahu,1998-01-20,1998-02-25,2022-05-17,Q43723-B737911F-0E3F-4A69-8F6B-026F2DF36B17
Q2910106,Yitzhak Levy,1998-02-25,1998-09-13,2022-05-17,Q2910106-78ACB4F2-4B57-4919-8B32-7DBB35CEE0D8
Q2907072,Eli Suissa,1998-09-13,1999-07-06,2022-05-17,Q2907072-D7EF8789-EA83-48CB-A204-EF1E88EA99C0
Q2915390,Yitzhak Cohen,1999-07-06,2000-07-11,2022-05-17,Q2915390-5B0945AD-11F0-47EB-B6DE-DF33E1B01ED5
Q548964,Yossi Beilin,2000-10-11,2001-03-07,2022-05-17,Q548964-B8D8538D-4C7E-452E-AD1D-AD5E3E8BDE4A
Q2905742,Asher Ohana,2001-03-07,2003-02-28,2022-05-17,Q2905742-35C47895-FE16-4B3B-A078-1B02D9CA750D
Q60206,Ariel Sharon,2003-02-28,2003-12-31,2022-05-17,Q60206-AC0F89E8-0673-49EE-BB87-37740C424529
Q2915390,Yitzhak Cohen,2008-01-14,2009-03-31,2022-05-17,Q2915390-92F8B759-39CC-48E6-9BF0-EF3343E465E5
Q2330483,Ya'akov Margi,2009-03-31,2013-03-18,2022-05-17,Q2330483-CE9EC19E-B60C-4D78-B96B-A71EE6CFA57C
Q39318,Naftali Bennett,2013-03-18,2015-05-14,,Q39318-a1509aad-4614-a449-f4f9-f24aa24f2b07
Q2331314,David Azulai,2015-05-14,2018-10-30,,Q2331314-91bb7ff1-4185-0083-6fe3-4bf39a978592
Q2670985,Aryeh Deri,2018-10-14,2018-12-31,2022-05-17,Q2670985-59523CCD-DB5F-47AD-A8C6-B8A662F4AFDF
Q2331109,Yitzhak Vaknin,2019-01-01,2020-05-17,2022-05-17,Q2331109-AAE4CC8F-1F17-473E-B0EB-CF675356930F
Q94342502,Ya'akov Avitan,2020-05-17,2021-06-13,,Q94342502-ee6ad64b-43dc-e4ff-be36-36acf6c416c5
Q60951122,Matan Kahana,2021-06-13,2022-05-15,,Q60951122-D15B317E-0918-4D12-A3FB-3EB0EA9076FF
